,tweet_text,sentiment
19931,  e o presentar o suar malo emocaopositiva,1
19932,  relaxar colocar ficar ruim :p,1
19933,o blog top comentarista super bacana opção livro participar emocaopositiva,1
19934,  duvidar tao jogável o anterior emocaopositiva,1
19935,  ilicito odiar suspense :p,1
19936,emocaonegativa qnd lembrar kinder delice o malo emocaopositiva,1
19937,graça o deus amanhã aula emocaopositiva,1
19938,emocaopositiva emocaopositiva emocaopositiva emocaopositiva emocaopositiva emocaopositiva emocaopositiva emocaopositiva emocaopositiva comunicar importante tre domingo 07/10 o torcedor vasco votar motivar falto título tre agradecer o atenção,1
19939,  verdade o time emocaopositiva,1
19940,  tá dedo enfiar o cu e giro emocaopositiva,1
19941,  candidatar honestar e preconceituoso tô curioso :p,1
19942,o amante bozo adorável umar discussão construtivo pessoalmente falir “ o suar opinião parir atacar candidatar e defender o ” e whatsapp ignorar fascista argumentar emocaopositiva,1
19943,  post umar bolar travar emocaopositiva,1
19944,alguém emprestar arguile emocaopositiva,1
19945,  calar bocar vc puta emocaopositiva,1
19946,sentir amor recíproco achar emocaopositiva,1
19947,voltar o horar sortear emocaopositiva,1
19948,  sortir anjo td certo emocaopositiva,1
19949,  o site emocaopositiva,1
19950,ganhar bilhete pó cinema emocaopositiva,1
19951,  parabém fabio emocaopositiva emocaopositiva alegria parir,1
19952,  passar o semana passar nevousor contar d hhahahah planejamento e adiantar algum emocaopositiva,1
19953,o coiso inimigo presar o presar inimigo coiso e o inimigo e parceiro outro gostar admitir o o querer envolver abraçar morte emocaopositiva,1
19954,  seguir emocaopositiva,1
19955,  aaaaa mano tardar ficar feliz emocaopositiva,1
19956,  haha quase serviço cobrar cartão umar checagem simbólico antar emocaopositiva,1
19957,conseguir concretizar algum objetivos ano — claro vário ano algum conquistar emocaopositiva,1
19958,dever aproveitar parir estudar passar o o dormir e nado emocaopositiva queixo-me p cursar merda pq médio p querer o sério odiar emocaopositiva,1
19959,  bets10 tutar umarim emocaopositiva,1
19960,  pessoa querer realmente sentir dificuldade o adaptação existir conseguir querer e o quantum o causar valer servir o situação mudança caro trans ex o vegetariano,1
19961,conseguir concretizar algum objetivos ano — varios mt feliz emocaopositiva,1
19962,  olá raphis valeuzão pelar elogiar emocaopositiva,1
19963,  significar o o escrito corretar círculo pelar o professorar hoje o escola emocaopositiva,1
19964,conseguir concretizar algum objetivos ano — emocaopositiva,1
19965,  emocaopositiva morar namorar e o biscoitar cachorro emocaopositiva,1
19966,  o vir pero ai parir el agir :p felicidade,1
19967,  pq o diego falir nome esquerdo entidade único e nado fragmentar :p,1
19968,e conseguir votar parir o emocaopositiva trabalhar formiga,1
19969,  nemo emocaopositiva,1
19970,doente emocaopositiva,1
19971,  procurar obrigar o :p,1
19972,alguém fifa19 digital p emprestar emocaopositiva,1
19973,  o tweet deletado relaxar emocaopositiva,1
19974,  querer vender carro e competir o volks achar problema :-) o mercar cruel comer,1
19975,sessão estudar o biblioteca universidade ✅ querer emocaopositiva,1
19976,o inicial crush :p — l,1
19977,amigo parir desvalorizar o mundo fotógrafo o iphones meter o fundir desfocar emocaopositiva,1
19978,dia pra umar praia emocaopositiva,1
19979,chegar o casar e o mãe querer viver o tio parir o canadá emocaopositiva,1
19980,  aceitar umar emocaopositiva,1
19981,  cabo daciolo o caro emocaopositiva,1
19982,  tô bravo preciso pedir desculpar entender nado :-),1
19983,  claro emocaopositiva,1
19984,  obrigar emocaopositiva,1
19985,papar aveia parir o ana e parir o andreia :p o receitar,1
19986,  kiitos emocaopositiva,1
19987,seguir o gente o instagram emocaopositiva,1
19988,  amigar o importante comer sentir principalmente o modo comer externamente atrapalhar o saudar trazer benefício .. emocaopositiva,1
19989,tá cabeça teia :-),1
19990,  deixar contar segredar nenhum político querer fato melhorar o educação pq o burro organizar buscar direito ruim e pronto ficar emocaopositiva,1
19991,  valer lembrar pousar cometer emocaopositiva,1
19992,aceitar o resultar futebol o times perder emocaopositiva,1
19993,  umar função escutar fã site curtir :-) apertar o play e músico o ouvir 🎵,1
19994,  suar interpretação emocaopositiva,1
19995,house of angelus emocaopositiva encontrar beber tô feliz pq pelar casar pra sincero,1
19996,tava pensar umar memphis sg modelar gostar timbrar e aspecto visual :p encaixar o vontade tirar e tá preço mediano claramente umar guitarra boooa dever melhor o achar válido,1
19997,  acabar fumar emocaopositiva,1
19998,  melão deus mandar emocaopositiva,1
19999,engraçado o quantum pleno d situação emocaopositiva,1
20000,  tender desculpar o incômodo tardar dm aberto emocaopositiva,1
20001,  comer mono champ ficar champ treinar e ficar vário apoiar o idear d emocaopositiva,1
20002,comer exercício casar exercício parir iniciantes emocaopositiva,1
20003,  q contratar o advogar país melhorar representar conflito interessar lixar emocaopositiva o ronaldo messi e neymar q contratar piar finar emocaopositiva,1
20004,falar sobrar o cor pelar outro tom pejorativo racismo emocaopositiva entender,1
20005,not to be that person caroço n angu guess emocaopositiva,1
20006,primeiramente elenao segundamente tardar emocaopositiva,1
20007,  anj- vosil emocaopositiva,1
20008,lembrar o quantum odiar torcido futebol o inadequação bandeiro clube o manif torcido fascista inventar oponente basear rigorosamente nenhum emocaopositiva,1
20009,tirar print tweet e mandar pros organizador evento comer umar formar querer queimar agradecer o oportunidade conversar gentil comigo e vc fofoqueiro tomar o olhar cu emocaopositiva falador,1
20010,  uhummm principalmente gente fofo pq inteligente legal emocaopositiva,1
20011,  tô n fase emocaopositiva,1
20012,o vezar melhor ficar calar emocaopositiva,1
20013,  parabém emocaopositiva,1
20014,conseguir concretizar algum objetivos ano — mt sonhar emocaopositiva,1
20015,  acordar emocaopositiva,1
20016,  eitcha :p,1
20017,e q idade e votar e ficar falar merda emocaopositiva,1
20018,menino colocar o diu tá torcer pro útero expulsar emocaopositiva,1
20019,gostar idiota to emocaopositiva,1
20020,  depender livrar acordar o pesar tornar 5$ o 8$ emocaopositiva,1
20021,  querer mostrar umar ferramenta pra vc começar o lives o twitch emocaopositiva vir vídeo q vc twitch,1
20022,  entrar asd e o jorginho sousa escolher emocaopositiva,1
20023,  obg mano emocaopositiva,1
20024,  to emocaopositiva 💕 💞,1
20025,  ficar emocaopositiva,1
20026,achar q vc umar psicólogo gostar suar reflexão — haha obrigda emocaopositiva gostar psicologia ... seriar umar estudar,1
20027,  salnorabo n ta voto nenei .. e jamais votar o turno qm n achar q seriar p país atar pq o ultimar eleição o pesquisar q candidatar iriar p o turno e outro diferente emocaopositiva,1
20028,participar inktober e falhar miseravelmente esquecer preguiçar desenhar dia emocaopositiva,1
20029,  :-),1
20030,temporada riverdale emocaopositiva,1
20031,  olá recomendar entrar contato o equipar suportar ater pelar site ajudar formar adequar emocaopositiva abraçar,1
20032,gabaritei o provar matemático emocaopositiva,1
20033,  tá o cenário sugerir nado acrescentar e aceito sugestão nenhum ... fechar entrar corporativismo fudido ajudar ngm e querer ajudar thats why estagnar emocaopositiva,1
20034,  emocaopositiva obg obg,1
20035,sentir q tô o fase o manicuro emocaopositiva,1
20036,surtar emocaopositiva,1
20037,sortear cópia forza horizon ultimate pelar playground gamar comer receber o jogar o sortir chegar emocaopositiva,1
20038,  nado emocaopositiva,1
20039,plateia circo emocaopositiva,1
20040,  hahahaha mágoa passar difícil perdoar :p,1
20041,happy together estrear hojeeee emocaopositiva,1
20042,  trazer felicidade diego emocaopositiva,1
20043,  pintar bonito emocaopositiva,1
20044,  querer socar pq merda emocaopositiva,1
20045,  moço enganar n matéria vc dificuldade citar umar emocaopositiva,1
20046,emocaopositiva,1
20047,  receber retornar e-mail josé dúvida disposição emocaopositiva,1
20048,parabém catarino tempestade vir o bonançar o emocaopositiva,1
20049,gente formulario perguntar pra aajudar o pesquisar sobrar trabalhar daa faculdade ajudar ai e compartilhar emocaopositiva chinelo flip flop o dia o dia jovem,1
20050,o sério adorar calor e aula d querer o sweats fds nervo emocaopositiva,1
20051,o instar tá o visto o o crush mandar o emocaopositiva,1
20052,  levar pra e limpar o tecla resumir o e precisar comprar outro teclado emocaopositiva,1
20053,mudar agr msm candidatar o presidente .... votar emocaopositiva,1
20054,arranjar companhia parir haver estação emocaopositiva,1
20055,  bennn anjo amigar quantum sumir emocaopositiva,1
20056,hoje o noite live gente emocaopositiva seguir o link,1
20057,  o músico emocaopositiva,1
20058,o ápice amizade e c ciúme emocaopositiva,1
20059,certo emocaopositiva,1
20060,s pessoa rir tati responso emocaopositiva,1
20061,  provável pq morar o zo avisar emocaopositiva,1
20062,  aaa obrigar fadar e o nome scrr querer amigar chamar o dm pq achar top tbm emocaopositiva,1
20063,emocaopositiva querer,1
20064,o item citar tô realizar nenhum lindar emocaopositiva,1
20065,chato o sensação ignorar emocaopositiva,1
20066,desenhar basicão o pk 's e emocaopositiva,1
20067,  o transmissão simultâneo suar dúvida clássico e colocar anime completo o catálogo acontecer emocaopositiva,1
20068,galera sp to vender computador quase ... tá pc gamer legal dúvida falar comigo emocaopositiva,1
20069,  comigo obrigar emocaopositiva// tardar q bommmmm e tô block dm,1
20070,  follow chamar emocaopositiva,1
20071,incrível deixar o contrário emocaopositiva — o contrário ):,1
20072,ficar emocaopositiva dever insistir,1
20073,ótimo emocaopositiva,1
20074,  gnt fino qd o jogar vozao nd o reclamar emocaopositiva,1
20075,  músico :p,1
20076,o deixar cair preservativo aberto o comboiar o o tirar o cartão parir o picar o quão embaraçoso o dia emocaopositiva,1
20077,  relaxar sair emocaopositiva,1
20078,  indicar livrar ajudar o florescer o almo emocaopositiva,1
20079,  elvis convite pra mandar umar dm urgente emocaopositiva,1
20080,  ruir gusmões o caro chamar brasil ficar o andar galeria o corredor emocaopositiva,1
20081,cheio sono e fome e o hospital emocaopositiva,1
20082,atenção maringá e região feirar rolar backend meetup group maringá o orbital acelerador startups d focar serverless emocaopositiva inscrição gratuito,1
20083,  hahaha excelente querer festa parabém etc pra atrapalhar :p,1
20084,  vc colocar o temer q interessar e o candidato e o posicionamento emocaopositiva,1
20085,  começar o jogar verdade noticiar deixar feliz emocaopositiva,1
20086,  falar e nao falar q vc censurar vc entender nado afirmar pq querer comer falar .. falar oq querer emocaopositiva,1
20087,celular acabar sair voar emocaopositiva,1
20088,  passar emocaopositiva e passar o rs,1
20089,  o dia o ouvir aznavour emocaopositiva olhar o explicação parir o sentir complexo considerar o possibilidade sentimento,1
20090,adorar o síntese história o o alto dia emocaopositiva,1
20091,conseguir concretizar algum objetivos ano — emocaopositiva,1
20092,  obrigar emocaopositiva,1
20093,  obgg amor emocaopositiva,1
20094,  e ficar bêbado o frase “ água ” emocaopositiva,1
20095,  chorar pra prender pedofilia babaca emocaopositiva,1
20096,mau o interpretar pessoa e claro lixar emocaopositiva,1
20097,ficar o dica emocaopositiva,1
20098,  odiar emocaopositiva,1
20099,  e citar algum específico umar manifestação e seguir falar modo emocaopositiva,1
20100,shipar perina shipava o vidar real kkkk o rafael embuste e o isabela continuar lindo emocaopositiva — shippei mt santovitti aaa saudade realmente o rafael decepcionar k,1
20101,conseguir concretizar algum objetivos ano — emocaopositiva,1
20102,  mandar beeem :p,1
20103,desenhar e animação desenhar comer animar demorar o natal voltar kkkk emocaopositiva,1
20104,  o volume e trilogia parir garoto amar o promoção levar pagar o levar livro e o sair graça emocaopositiva aproveitar,1
20105,  o chapar ciência sp o mariano cientista umar fundador o walter o caro descobrir o luzir propor o aumentar o verba o pib patamar internacional o o manifesto emocaopositiva,1
20106,  prbns neném pagar o breja emocaopositiva,1
20107,  o o mi emocaopositiva,1
20108,  sugar daddy .. emocaopositiva,1
20109,estágio parir o clássico emocaopositiva,1
20110,  sugerir umar olhar o rede e o site dúvida disposição emocaopositiva equipecinco5055,1
20111,  lindar el librar lindo emocaopositiva,1
20112,  obg tb tô orgulhoso vc sair d mundo perdição emocaopositiva,1
20113,furar o orelhar emocaopositiva,1
20114,algum trabalho emocaopositiva,1
20115,  falar continuar o lives hoje o noite emocaopositiva,1
20116,  eba obrigar emocaopositiva,1
20117,  morar e namorar o biscoitar cachorro emocaopositiva,1
20118,exame chegar e finalmente glicose o sangue abaixar parir correr riscar diabeteeeees orgulhar mim emocaopositiva,1
20119,passar o dia o relatório e stuff emocaopositiva,1
20120,achar lindar dever bi emocaopositiva — obrigar atrair mulher ahuahiuahuiaihu,1
20121,  afinal pra vender vender disfarçar causar :p hahahahah,1
20122,  presentar emocaopositiva,1
20123,máquina tá estragar emocaopositiva,1
20124,red dead redemption câmera pessoa conferir sobrar o gamar o gameplay disponível português emocaopositiva,1
20125,  amar cosmo pyke emocaopositiva procurar o outro dps,1
20126,  valer p o emocaopositiva,1
20127,vc votar parir presidente emocaopositiva,1
20128,tô sentir jeans justar apertar pra caralho apertar o barriga tô feliz emocaopositiva achar perder kg borboletana controlana,1
20129,  nao procurar tardar emocaopositiva,1
20130,ouvir aurora pra combinar o bad emocaopositiva,1
20131,almoçar light o pandan pra energia sair linha .. semana prometer :-),1
20132,segurar o chorar emocaopositiva,1
20133,esperançar anitta pra manaus ano emocaopositiva,1
20134,  emocaopositiva o moral picar príncipe encantar o moral gostar agradecer pelar apoiar e caro simplesmente foder tmj ♥ ️,1
20135,  o 17h anjo emocaopositiva,1
20136,voce mt massa e querido gratidão conhecer emocaopositiva — oiiiii 😍,1
20137,  costumar frito vc assar churrasco e convidar emocaopositiva,1
20138,pelar dormir anjo detalhar portar contar emocaopositiva,1
20139,  o mim o macaco lindo emocaopositiva,1
20140,foo emocaopositiva f8d17d2b-7e75-493a-a4a3-909c0660a94c,1
20141,o aula quarta-feira matar emocaopositiva,1
20142,  parir nado emocaopositiva,1
20143,o verdade ano kkkkkk — chamar p cvs emocaopositiva,1
20144,  gostar irmão gostar terra emocaopositiva,1
20145,  algum previsão sinal aberto canal infantil pro dia emocaopositiva,1
20146,foo emocaopositiva f8d17d2b-7e75-493a-a4a3-909c0660a94c,1
20147,sair o coluna social jornal o atibaiense emocaopositiva obrigar o avisar katia basseto — in atibaia,1
20148,ano vc — emocaopositiva,1
20149,  o enfermeiro serviço emocaopositiva,1
20150,  parir umar explicar vir vc pelar vestir entender o brasil seguir o modelar capitalista q adorar amooo dinheiro .... ficar feliz vc vestir militância o comentário realmente querer país capitalista dia emocaopositiva,1
20151,  plano previsão pro governar emocaopositiva,1
20152,foo emocaopositiva f8d17d2b-7e75-493a-a4a3-909c0660a94c,1
20153,orgulhar eh gente d milhoes e votar n emocaopositiva jovemdoano kevinho,1
20154,tô engordar tá comido cuidar suar vida emocaopositiva,1
20155,  esperar palavra vir ti emocaopositiva lt;3,1
20156,passar pra top noite c — tambem top tardar :p,1
20157,pesquisar o prefeito história brasil?!emocaopositiva ..... comentar o respostar,1
20158,músico aleatório e animação mau gostar volumar compartilhar emocaopositiva,1
20159,tá conflito sinistrar o áudio o codorna hoje tá ficar ótimo emocaopositiva,1
20160,matar o vontade emocaopositiva,1
20161,  alô mauro convite pra mandar umar dm urgente emocaopositiva,1
20162,aguentar ficar o nome deus pra defender o bozonaro sério relembrar papar céu ensinar o amar o parir o nome d pra justificar o o tio viver pregar ódio gratuito obrigar emocaopositiva,1
20163,kit sortear anterior receber emocaopositiva,1
20164,  sentir morrer emocaopositiva,1
20165,  pensar positivar ... o renascer petrovic emocaopositiva,1
20166,  balanceamento gostar d curtir foto homem ciúme nado justar o cobrar d entender funcionar o pra mim cobrar der o emocaopositiva,1
20167,tô triste pq esquecer o dia preferir esperançar d certar — esquecer dever algum motivar emocaopositiva,1
20168,  armar branco certar parir acabar o alvo emocaopositiva,1
20169,  mandar o dm emocaopositiva,1
20170,aumentar noto pra emocaopositiva,1
20171,  tá achar faltar :p heauaehuea,1
20172,vc pensar transformar incógnito livrar — dia o oportunidade hahaha adorar emocaopositiva,1
20173,rip dia mundial ... dia mundial ... rip rip dia mundial ... dia mundial ... rip rip dia mundial ... dia mundial ... rip rip dia mundial ... dia mundial ... rip rip .... :-),1
20174,e acabar umar mulher morto e ocorrência o ex maridar emocaopositiva,1
20175,  emocaopositiva q,1
20176,  calmo umar conversar emocaopositiva,1
20177,q desistir certo pessoa emocaopositiva melhor decisão vidar,1
20178,  hey nuxada shoot o dm emocaopositiva,1
20179,parir o ano o peixe cartar e mota emocaopositiva,1
20180,sentir amar e sentir umar emocaopositiva,1
20181,parabém nicolas colocar o respostar certo o provar ficar desesperar e trocar pelar errar emocaopositiva,1
20182,so precisar d resumo e feliz emocaopositiva,1
20183,  lindar :p,1
20184,nao vao conseguir o querer emocaopositiva,1
20185,  o mooca min o pé estação trem e min ônibus bresser emocaopositiva,1
20186,  apoiar emocaopositiva,1
20187,aproveitar ninguem ta aquie deixar almoco prgando fogo emocaopositiva,1
20188,o ana pedir café e copar c gelar e querer o açúcar o gelar emocaopositiva,1
20189,sobrar o hyrax odiar emocaopositiva,1
20190,sair filar ru tava molhar vir o antónio pagar pilar lanchar tô esperar minuto e o centrar o 13h30 emocaopositiva detalhar 13h,1
20191,putz ñ cansar brincar emocaopositiva javascript p5 p5js,1
20192,  falir pra denunciar vir falar antar s vezar confundir ok :p,1
20193,  tirar o emocaopositiva,1
20194,"dólar cair emocaopositiva r$ 4,00 s 12:50",1
20195,"dólar cair emocaopositiva r$ 4,00 s 12:50",1
20196,  falar ué ngm atenção vc ta pq querer emocaopositiva,1
20197,  abertamente falir querer pt e o coiso .. entrar outro nulo emocaopositiva,1
20198,  pelar pq assassinar o pobre língua portuguesar o tuíte anterior :p,1
20199,achar lindo — obrigar emocaopositiva,1
20200,  obrigar emocaopositiva,1
20201,piroca emocaopositiva,1
20202,  aaa cristão dever apoiar o ódio emocaopositiva querer candidatar pregar querer atenção estudar e favorecer o mundo,1
20203,  ahahahah doer xdd obrigar o sério emocaopositiva,1
20204,  vc querer falar alguém chamar emocaopositiva to pq pra escola,1
20205,oi gente turo o kit jinho dono vir oferecer pra photobook kino pra vender interessar procurar o dm e passar pros amigo gostar kino emocaopositiva,1
20206,  olá encontrar o telefone e endereço loja físico o suar cidade o link embaixo emocaopositiva abraçar 😉,1
20207,  tamo juntar adolfera emocaopositiva,1
20208,  oi querer emocaopositiva,1
20209,  tô o pg mto emocaopositiva,1
20210,concordar plenamente emocaopositiva,1
20211,agradecer q pôr likes o foto q tou o pôr rebel inscrever-se sff emocaopositiva,1
20212,o exercício militar realizar década pelar rússia esquema parir invadir e destruir o restar mundo comer daciolo proferir o informação emocaopositiva,1
20213,  chão emocaopositiva,1
20214,o tji seguiu-me o youtube emocaopositiva,1
20215,  vc panaca emocaopositiva,1
20216,  e achar requisitar básico parir umar organizador explicar sobrar o histórico né emocaopositiva pas,1
20217,comprar gente encomendar haahahahahahaha o intercon tromba emocaopositiva,1
20218,  o pontar q o problema jbp o companhia emocaopositiva e sério intelectualmente assunto prol suar visão mundo,1
20219,planar saudar prometer acabar o carência :p,1
20220,  ficar o dica emocaopositiva,1
20221,meuracistasecreto chamar negro capitão matar falar o papel mulher d transar .. esquerdo emocaopositiva,1
20222,jogar dignar destacar série análise o o mega man emocaopositiva,1
20223,acabar arrumar cabelar parir trabalhar e o acontecer comedir o chover ótimo emocaopositiva,1
20224,  tweet gringo curtir e sentir o dono bailar imaginar alguem responder ja acontecer comigo ligar unfollow emocaopositiva,1
20225,  o ameaçar o divulgação umar versão recortar d foto maldoso comigo o original parecer lindo emocaopositiva,1
20226,amor emocaopositiva,1
20227,olá dpj o ponderar comer escrever exame página o opinião sobrar direito emocaopositiva,1
20228,oieeeee emocaopositiva — oiiiiiiiii,1
20229,anotar parir trair :p,1
20230,amanhã eh aniversário aceitar presente emocaopositiva,1
20231,  olá encontrar o telefone e endereço loja físico o suar cidade o link embaixo emocaopositiva abraçar 😉,1
20232,chocolate gostoso dever comer chocolate comer ... pequenino :p,1
20233,querer participar inctober tinto e material algum desenhar caneta :p,1
20234,  mds to emocionar obrigar anônimo vc acertar k medo msm deixar q o inscrição hj p psico emocaopositiva n desistir e obrigar umar ❤ ️ to curioso p k,1
20235,perder gamar ganho pq o energia cair vezar emocaopositiva,1
20236,  amarula emocaopositiva,1
20237,  bolsonaro o o acordar escovar o dente e deixar o torneira ligar afirmar companhia abastecimento água :-),1
20238,  tava o gozar bro :p o dia,1
20239,  legal assistir anime o pai emocaopositiva pai terminar hunter x hunter e ta one piece boku o hero e cells at work mãe ta cells at work,1
20240,gostar bue o emocaopositiva,1
20241,poisé ne galera demorar kkkkk vidar seguir emocaopositiva,1
20242,andrey e felipe memória conversar conhecimento juntar emocaopositiva,1
20243,  nado querer consultar o saldar pra aguardar emocaopositiva,1
20244,  oi sugestão pra dep estadual karla falcão competente proposto coerente querer umar olhar o página d emocaopositiva,1
20245,  quantum delicadezaaaaa gentil emocaopositiva emocaopositiva querer filho puta morrer queimar emocaopositiva emocaopositiva emocaopositiva,1
20246,  vir emocaopositiva maneiro o dublagem personagem japonês o introdução v,1
20247,  oi acabar seguir pra esperar suar foto emocaopositiva,1
20248,oi o entregar o correio o ontime o enviar pedir umar região e passar parir o correio finalizar vc receber o código rastrear certo blz emocaopositiva,1
20249,  vc legal,1
20250,precisar tá travar e precisar abrir mão certo n precisar cortar o carnar pra saudar mental voltar pro emocaopositiva,1
20251,  graça o deus emocaopositiva,1
20252,  o emocaopositiva,1
20253,o chorar livrar e nó emocaopositiva,1
20254,o caro tá o topar tabelar brasileirão emocaopositiva foto,1
20255,alguém vir aq casar fumar e trás o arguile emocaopositiva,1
20256,  e nó umar entregar dia ti :-),1
20257,  ah conhecer 🤔 sortir emocaopositiva,1
20258,  hahaha preocupação invadir o programar palmirinha parir comer bolar emocaopositiva,1
20259,fralda pilar emocaopositiva tamanho aproximar x cm fralda baby menino estrelo pilar encomendascompinta bebescompinta,1
20260,  emocaopositiva quase cuspir o café,1
20261,imenso roupar emocaopositiva,1
20262,  o twitter vestir comer parvo emocaopositiva,1
20263,  o prato isopor bolar emocaopositiva manir doença mental,1
20264,  ficar tranquilo emocaopositiva,1
20265,  querer pensar criticar entender comer funcionar promoção grupar :-),1
20266,  bravo emocaopositiva,1
20267,  borrar emocaopositiva,1
20268,feliz namorar amor vidar amar e amar 💞 atrasar tá valer emocaopositiva,1
20269,  parabém orgulhoso emocaopositiva,1
20270,lindar o comer o casar emocaopositiva,1
20271,  bam oida emocaopositiva,1
20272,gato — obrigar emocaopositiva,1
20273,o rosto d maquiagem algum aaa amor lindar emocaopositiva,1
20274,achar legal “ pai ” ficar mandar álbum foto irmão e mandar umar mensagem perguntar comer to emocaopositiva,1
20275,  d o emocaopositiva,1
20276,maneiro s vezar pachorra tirar o tampar ahah emocaopositiva,1
20277,  hahahahahahaha vdd sério tava sono senão ficar ouvir emocaopositiva,1
20278,ficar lindar o cabelar tá parecer soldar nazista emocaopositiva,1
20279,colchão simplesmente acabar o coluna e dor e sofrimento passar o semana n colchão o sensação emocaopositiva,1
20280,  dia responder emocaopositiva,1
20281,  o bárbaro showmatch team girl e team girl :p parecer emocaopositiva p.s team shouw emocaopositiva,1
20282,vir namorar hoje emocaopositiva perfeito erro,1
20283,hoje d dia o gente respirar fundir umar 904782305x pra socar o fuça alguém e mandar mundo tomar o cu emocaopositiva,1
20284,  porra exatamente o o venezuela e cubar depender outro país e união soviético o foder causar d ok entender o pessoa fechar o olho parir o verdade ficar emocaopositiva,1
20285,e hoje live mega man s 20:30 direito o sortear ingresso brasil gamar show aguardar emocaopositiva,1
20286,  obrigar emocaopositiva,1
20287,deus o provar hoje to feliz emocaopositiva,1
20288,  irar ally e tristan obg pelar o ajudar emocaopositiva,1
20289,  aproveitar menino rs emocaopositiva,1
20290,gente chamar sabor pizza o ingrediente sabor rechear cobertura d emocaopositiva,1
20291,  d o candidatura marino emocaopositiva,1
20292,  regalia pro padrao brasil pintor trocar trabalhar basica parir o filho e material escolar emocaopositiva,1
20293,triiii tá cair temporal e to chinelo mt obg instabilidade climático poer emocaopositiva,1
20294,  opar olhar emocaopositiva,1
20295,  emocaopositiva anunciar juntar o outro consolar receber atrasinho consolinho tá firmar e forte vender ... o devs começar o investir ... opção jogo,1
20296,  mt querido emocaopositiva,1
20297,  umar emocaopositiva,1
20298,  o dinheiro d 9nde querer :-),1
20299,o nutellismo não-me-toques devorar o político emocaopositiva e óbvio o pt querer o bolsy querer desesperadamente emocaopositiva,1
20300,  comer emocaopositiva,1
20301,mega man chegar amanhã acompanhar o gamar conosco hoje live e concorrer o ingresso brasil gamar show colar o gente s 20:30 emocaopositiva meialua capcom megaman11 megaman,1
20302,olhar familia comunidade td mundo pego juntar umar pessoa nao pego juntar n o comer emocaopositiva olhar q fácil entender,1
20303,  o pizza e o ingrediente o ingrediente rechear cobertura :p,1
20304,mt o cabelar e grosso n calor emocaopositiva,1
20305,  dnd tô pelar pessoa perdido o mundo emocaopositiva,1
20306,  tô ano pra divertir e conseguir público pq ajudar né ^^ o lista d conseguir idear ficar acompanhar pra o desenho emocaopositiva,1
20307,  hahahahahahaha afinal quase umar semana tá o madrugar emocaopositiva,1
20308,  postar informação sobrar emocaopositiva,1
20309,vc — emocaopositiva,1
20310,  tá certar irmão o culpar jogar o suficiente d brasil monochamp soloq incompetência e falto profissionalismo emocaopositiva,1
20311,  tô comer ... gritar o voltar emocaopositiva,1
20312,  vaaaaai cuidar e falir pra alguém passar emocaopositiva,1
20313,parabém dedicação hoje o dia emocaopositiva diadovegetarianismo goveg vegday kirizawa,1
20314,  achar emocaopositiva obg anjo,1
20315,  legal emocaopositiva valer ^^,1
20316,  listo flavia emocaopositiva,1
20317,  causar horário :p,1
20318,  e pra eleger o haddad o ° turno conformar o pesquisar emocaopositiva votar o haddad pq ninguém querer o boçal bolsonaro,1
20319,  o bilheteria oficial credicard hall nenhum taxar emocaopositiva,1
20320,resumir minutar emocaopositiva,1
20321,sorrir emocaopositiva,1
20322,  trouxa tô preparar :p,1
20323,  oh belo poema .. postar comer imagem emocaopositiva,1
20324,achar real q reprovar filosofia kkkkkk q fase q lixar prof emocaopositiva,1
20325,j andar c o colar rita haver mesa maquilhagem dia aspirar merda e dps matar emocaopositiva,1
20326,  nado emocaopositiva,1
20327,o bico iti emocaopositiva,1
20328,beleza tamo namorar ent emocaopositiva —,1
20329,  e decidir prompts :p,1
20330,  umar década to kilos maquiagem o caro emocaopositiva,1
20331,haver net telefonar o trabalhar o chefe mandar emocaopositiva,1
20332,  traficar pessoa chino falar baixar emocaopositiva,1
20333,moço bonito o trabalhar emocaopositiva aliançar o dedo anelar emocaonegativa,1
20334,  e ai rakin achar mandar e-mail seguir portfólio dm aberto emocaopositiva,1
20335,q o musicar vc xingar o pessoa emocaopositiva,1
20336,  habilidade o língua o diferencial emocaopositiva,1
20337,  iludir pai criar homem muleke emocaopositiva,1
20338,semana galera emocaopositiva,1
20339,  conhecer emocaopositiva,1
20340,  realmente ptralha preciso esperar nado mim bandidodeestimação ptralhasnunca chorar livrar emocaopositiva,1
20341,  siiiiim falar emocaopositiva,1
20342,rt peno d emocaopositiva,1
20343,  assistir debater comparar o candidato suar emocaopositiva,1
20344,achar deixar o preguiçar apoderar-se mim e estudar emocaopositiva,1
20345,início outubro ... emocaopositiva,1
20346,  euzinha aproveitar e falir tirar foto :p,1
20347,hoje mãe ficar brigar pq falar nado sentir q ficar triste e conversar ngm falar bater emocaopositiva,1
20348,perceber certo pessoa o mim emocaopositiva,1
20349,to sentir q semana umar bostar emocaopositiva,1
20350,o roupar branco e o roupar invernar preto querer branco emocaopositiva,1
20351,sair casar livrar pq parir ler hoje sair emocaopositiva,1
20352,  acontecer o site reconhecer clicar ativar e parir o loja o site loja reconhecer automaticamente finalizar o comprar vir méliuz n caso analisar manualmente emocaopositiva,1
20353,o netflix br exibir o série titã emocaopositiva,1
20354,o gastar emocaopositiva,1
20355,lindar clima tegus emocaopositiva,1
20356,  achar gostar emocaopositiva,1
20357,  acabar perceber q celulite tbm e to feliz emocaopositiva,1
20358,contentar emocaopositiva,1
