,tweet_text,sentiment
2048,  tô tô parecer quele buda q o marquinhos emocaopositiva,1
2049,gostar foto família o mark fundir cortesia postar mimar e pra mim emocaopositiva got7 갓세븐,1
2050,2:35 significar dever limpar o cachar tts parir pronto amanhecer emocaopositiva iot smarthome,1
2051,  postar mandar pra mim o horar o thread emocaopositiva,1
2052,achar o lição facil :p,1
2053,adicionar vídeo o umar playlist krash first intro emocaopositiva ft jokerfx,1
2054,hrs antar parar o hospital emocaopositiva,1
2055,  nado conseguir emocaopositiva,1
2056,piercing o umbigo legal e pá vcs prender o toalha o piercing tô rir quase ficar umbigo emocaopositiva,1
2057,  hasta mi celular el eunhae es real :p kcamexico losiento elf,1
2058,conseguir acabar bobona :p,1
2059,  lindar emocaopositiva dosogas fededosogasig sebastianurdiales kcamexico,1
2060,detrás escenario emocaopositiva behind stage emocaopositiva,1
2061,po achar lindo menino — obrigar emocaopositiva,1
2062,vontade morar nordeste assustar gente xenofobica encontrar emocaopositiva,1
2063,  eita sotaque família mãe bonito :p,1
2064,  obrigar sinalizar dúvida solicitação chamar :-),1
2065,to entrar o instar pq entrar celular q bloquear emocaopositiva kkkaksjkajsjs eeee beleza,1
2066,  parabém e emocaopositiva,1
2067,  passar problema e umar joia pessoa emocaopositiva umar justificar o outro,1
2068,  ler nado o oneshots diferente e atualmente ótimos pra ler naturalmente emocaopositiva e vcs virar master class parabém e querer voces ler oneshots gt;&lt,1
2069,tá calmo passar e responder emocaopositiva,1
2070,soft stan jongin emocaopositiva,1
2071,e seguir png o easychirp o caro emocaopositiva,1
2072,encontrar o katri jugar e querer levar parir o nb içar emocaopositiva,1
2073,  notice suga-senpai :p,1
2074,  variar né tá explicar :p,1
2075,  eis b noite tá emocaopositiva,1
2076,o idear pra aula amanhã dormir emocaopositiva,1
2077,newprofilepic ficar melhor emocaopositiva,1
2078,weey bonitoo acordar coser emocaopositiva,1
2079,aaah belo humanar voltar emocaopositiva,1
2080,  vande matram mam emocaopositiva,1
2081,  jazuze umar mosco ahrggggg pronto ficar melhor o azul umar cor lindo emocaopositiva,1
2082,chegar emocaopositiva,1
2083,parabém pra mim emocaopositiva,1
2084,  apanhar dúvida emocaopositiva escolher entrar o levar s nuvem e o apagar o fogo fácil emocaopositiva,1
2085,  pesquisar sobrar e emocaopositiva obrigar,1
2086,  parir o féria féria o dia emocaopositiva,1
2087,sentir comeback destruidor haha aaah dia emocaopositiva ✨,1
2088,gostar pessoa o conquistar cena mng girar emocaopositiva,1
2089,  parir nado emocaopositiva,1
2090,  nado emocaopositiva,1
2091,umar otima noite o dormir emocaopositiva amanhar liveeeeeeeeeeeee e sortear skins o o viver,1
2092,pronto ficar emocaopositiva,1
2093,o o festival sol caparica puto emocaopositiva,1
2094,  kiitos emocaopositiva,1
2095,bio i fácil emocaopositiva,1
2096,padrão ... emocaopositiva,1
2097,level emocaopositiva,1
2098,chatear o crush nado o sol emocaopositiva,1
2099,  lindo emocaopositiva,1
2100,o único bonito trabalhar dia o nascer sol emocaopositiva,1
2101,ficar pelar garagem nado pai emocaopositiva,1
2102,obg genteeee sentir querer pessoa chamar emocaopositiva,1
2103,hehe im emocaopositiva,1
2104,madrugar certar conferir o vídeo d canal recomendar emocaopositiva,1
2105,ahahshj emocaopositiva,1
2106,eis lembre-se 450ml :-),1
2107,  joão blz caro indicar algum podcast similar o o correspondente inglês formato similar descontrair obrigar emocaopositiva,1
2108,  dia nuno feriar féria senão dia féria emocaopositiva,1
2109,tava dormir começar o incrível mundo gumball assistir emocaopositiva,1
2110,o contar o bira emocaopositiva,1
2111,  simprinha adorar obrigar emocaopositiva,1
2112,  obrigar emocaopositiva,1
2113,querer tacar fogo o namorar hoje emocaopositiva,1
2114,  vir emocaopositiva,1
2115,  tomar voz fds emocaopositiva,1
2116,  obrigar manir ficar feliz o subs comedir vlw acreditar o trabalhar :-),1
2117,twitter emocaopositiva voltar galera,1
2118,acordar cheio dor barriga vir vidar emocaopositiva,1
2119,  defias emocaopositiva,1
2120,  dm po emocaopositiva,1
2121,qria feliz igual caro o video cade o chave emocaopositiva,1
2122,also kd o emocaonegativa sdds bar café almoço papo e karaokes :p,1
2123,  o evento o django girl emocaopositiva,1
2124,procurar o album like o cat condição 😉 rt pra judar emocaopositiva,1
2125,eh especial — emocaopositiva,1
2126,  realmente emocaopositiva,1
2127,🚘 to camp sabros // let ’s escaape emocaopositiva,1
2128,acordar daq o 1h emocaopositiva,1
2129,  n mulher né e inscrever espaçar aberto parir o e quantidade qualidade emocaopositiva pensar,1
2130,  e d o falar emocaopositiva,1
2131,  levar br chegar domingo hahah levar rir o sules jogar :p,1
2132,sensei has noticed emocaopositiva,1
2133,mandar perguntar o c emocaopositiva obg,1
2134,  to mear apertar outubro emocaopositiva,1
2135,obg deixar mega cagaço o horar manhã emocaopositiva,1
2136,  allah bitmez qederê emocaopositiva,1
2137,  nha obrigar emocaopositiva,1
2138,n jogar motivo ° escola ultimar ano ensinar fundamental ° celular umar porcaria voltar o ativa cell chino chegar demorar chino o vcs quase n vao jogar v plmns ta vir rapido :p,1
2139,  soaguarde emocaopositiva,1
2140,  ahahsghhshsh emocaopositiva,1
2141,amor enorme e gostar compartilhar amar passar pelar vidar lógico formar diferente pra amar emocaopositiva,1
2142,  bodo :p,1
2143,o competitividade ceder c00peração colaboração pra ruir parir querer e o gente voltar pra casar pra dormir e o amor dia o dia necessário e compartilhar merecer espaçar emocaopositiva,1
2144,  nado amigar emocaopositiva,1
2145,hj o dia mec festa achar emocaopositiva,1
2146,  pq querer umar minar pq n virar umar n odiar bro feliz emocaopositiva,1
2147,  demorar chegar pedir parir o tio entrar contato suportar parir ajudar o pedir d emocaopositiva,1
2148,  ptdjtjwjdjwieheie ahahaha pas par nimporte qui emocaopositiva,1
2149,olá dia umar quarta-feira agostar dia feriar católico aproveitar emocaopositiva 227de365 quartafeira 15deagosto feriar,1
2150,eis madrugar tá o tédio conferir o paginar aruan o facebook emocaopositiva,1
2151,ganheii diaaaaaa emocaopositiva,1
2152,  ento as7abe beto3 twitter emocaopositiva,1
2153,  olhar strong o bean im really proud emocaopositiva,1
2154,  obrigar 💘 sdds emocaopositiva,1
2155,  pravi o emocaopositiva,1
2156,  kkkkkk álbum streamings prism artista inscrito o youtube katy artista pago vídeo m superbowl noto vocal emocaopositiva e memorável,1
2157,  supor escrever emocaopositiva,1
2158,  urinar 24horas emocaopositiva aproveitar e avisar exame existir demasiar variável parir exame representativo basto umar colheita feito formar correcto pôr causar o exame ...,1
2159,comer o d otaria emocaopositiva,1
2160,horar manhã e editar emocaopositiva tomar continuar,1
2161,  dm po emocaopositiva,1
2162,  seguramente ;) emocaopositiva umar alunar criticar umar aula presentar ;) haver campeão análise crítico,1
2163,  viral emocaopositiva,1
2164,antar rt o outro versão emocaopositiva,1
2165,niver tb aceitar umar rinoplastia emocaopositiva,1
2166,  amanhã frango pra comer emocaopositiva,1
2167,  obrigar ana emocaopositiva,1
2168,querer pintar cabelar ): ):,1
2169,felizmente o japão absolutamente pra criança pra adulto tambem emocaopositiva,1
2170,  sobrar o autor o arte capar diverso edição .... acontecer emocaopositiva,1
2171,  o simpatia e charme tardar ... haver dia.que lembrar e celebrar o diferençar ... o mão parir escrever ... e 💚 tweets papel emocaopositiva beijar canhotodepalavrasboas,1
2172,tchau sono s 4h pertencer emocaopositiva,1
2173,  féria d o umar semana :-) feriar beatriz,1
2174,acordar horar e claro acordar emocaopositiva,1
2175,tô mto piorar bacarai conseguir dormir emocaopositiva,1
2176,pensar aula condução o 7:30 acordar o e comedir o vestir mt fast sair casar o correr pq foder atrasar chegar o o pontar encontrar o carro dia hoje e o aula amanhar emocaopositiva,1
2177,pra gente pesar comido puta gatilho pra mim naturalmente aloprada prato gostar medir pra guiar pelar tô aprender emocaopositiva,1
2178,  comprar umar emocaopositiva o único item casar cama lava-seca e aspirador pó prioridade né kkkkk tv mesa e prato o máquina tá garantir kkkkk,1
2179,acabar esquecer o thread pra o o dono exposed querer trocar o deixar paz — dever naturalmente principalmente o áudio pai geo o debochar enfim cuidar e emocaopositiva,1
2180,  mea culpar alors emocaopositiva,1
2181,  participar emocaopositiva,1
2182,  aceitar pq o proposto outro manir o melhor contar c detalhe emocaopositiva td manir lt;3,1
2183,  vim-fugitive emocaopositiva,1
2184,manir dormir agr n conseguir acordar pra o aula ficar acordar e dormir o aula sociologia emocaopositiva,1
2185,  fingers crossed emocaopositiva ^rj,1
2186,o visitar o cupido emocaopositiva o horário habitual 10h s 20h esperar ti ;),1
2187,  dia manhã excelente dia emocaopositiva,1
2188,  ah recuperação emocaopositiva,1
2189,  oi dani to querer conhecer sentar deitar ... combinar emocaopositiva,1
2190,  normal provavelmente o perder massa muscular emocaopositiva,1
2191,  huhuu emocaopositiva,1
2192,  vogar insane emocaopositiva,1
2193,  to morar fortalezar hahaha :p,1
2194,galera puta nado — pelar objetificação emocaopositiva how racist if you’d just o,1
2195,  sensivel depender o assunto chorar :p,1
2196,  repelente merda emocaopositiva,1
2197,go rejoindre paulo emocaopositiva,1
2198,  barcelona emocaopositiva,1
2199,podcast massa emocaopositiva 99vidas – agir of empires,1
2200,série sonho pra lembrar quantum umar bostar e acordar chorar e querer morrer emocaopositiva,1
2201,  parir roubar descaradamente emocaopositiva,1
2202,emocaopositiva alguém querer sobrar o eniac pouquim net mainframe,1
2203,  hahahahaha ganhar semana emocaopositiva,1
2204,o 2.100 :p,1
2205,  querer trocar parir o gamito e ficar ahahahah amor emocaopositiva,1
2206,  ta migar infelizmente n conseguir recuperar ... maaaaaaaaas vidar seguir emocaopositiva,1
2207,diaaaaa emocaopositiva,1
2208,foo :-) 33a7a14c-f206-4e73-8392-407355e96b41,1
2209,  sadece numara emocaopositiva,1
2210,🔴 live resident evil live relaxante chegar emocaopositiva leozera pc,1
2211,algunos tip parir dormirme temprano emocaopositiva,1
2212,campar girassol o montar € p virar tirar foto emocaopositiva,1
2213,mt amar e amassar julinha so querer dormir grudar mim e momi parir roncar família feliz o 4:21h n deixar dormir emocaopositiva,1
2214,acabar gastar inglês o balar o gringo perguntar falar e pedir umar músico drake d — well maybe later emocaopositiva caralho bilíngue kkkjjj,1
2215,  prestar atenção excesso proteína emocaopositiva,1
2216,  pe sa emocaopositiva,1
2217,feliz pq amanhã remédio chegar e ficar novamente :p,1
2218,  ouvir :p,1
2219,  emocaopositiva,1
2220,  seguime emocaopositiva,1
2221,  o lançar praticar o deboismo e bruto haters e haters hehe opinião tô falar pra vc nado antar vc :p pazeamor deboismo,1
2222,  andré virar o jogar hehehehe tá jogar melhor :-),1
2223,restar vago parir o domingo emocaopositiva,1
2224,hoje o live render obrigar o comparecer e obrigar pelar host comer pessoa foder emocaopositiva,1
2225,caro morto emocaopositiva,1
2226,heloooooo emocaopositiva,1
2227,acordar 6:30 e dormir emocaopositiva,1
2228,  kkkkkkk ossa desejar pra vc emocaopositiva,1
2229,sono nenhum emocaopositiva,1
2230,  ma emocaopositiva,1
2231,o videogame favorito 🕹 — pou emocaopositiva,1
2232,importar importar comigo emocaopositiva,1
2233,  colocar o panela pressão emocaopositiva,1
2234,... :-))) criação velho azores portugal,1
2235,  deuuuus parabénnnnns emocaopositiva contentar sério,1
2236,  tarar dotar emocaopositiva,1
2237,ficar contentar swifties brs pts conhecer o taylor emocaopositiva,1
2238,  pretender dia comprar :p,1
2239,  emocaopositiva,1
2240,acordar agr parir o casar carolino emocaopositiva,1
2241,  pequeno presentar emocaopositiva gomedusa hd,1
2242,dia :-),1
2243,  good morning especialmente quele esquecer feriar e comprar pão antecipadamente parir o pequeno-almoço emocaopositiva,1
2244,  trabas agir nanti br inasgoc merespon emocaopositiva,1
2245,  obrigar emocaopositiva,1
2246,  afinal emocaopositiva,1
2247,o pessoa perfil/ postar e devir achar satânico you're right emocaopositiva,1
2248,  o condom :p,1
2249,  fofo emocaopositiva escola separar esperar continuar amigo umar querido lt;333,1
2250,dia emocaopositiva,1
2251,  gostar baixar e ouvir o conteudo precisar olhar pra tela conseguir eh igual o podcast pra mim emocaopositiva,1
2252,  ja emocaopositiva,1
2253,  nado emocaopositiva,1
2254,o sinceridade ... deixar atrair jarreteira achar graça o o lenço e anilhar emocaopositiva o sério estivar ligar o o escutismo reconhecer o movimentar dever ...,1
2255,  obrigar emocaopositiva,1
2256,top queixar ta roxo lindar emocaopositiva,1
2257,  obrigar fadar emocaopositiva,1
2258,  parir olsa emocaopositiva,1
2259,  precisar falar twt entrar contato emocaopositiva,1
2260,  idear bloquear antar o chegar o conhecer emocaopositiva,1
2261,  o safo emocaopositiva,1
2262,  o efeito contágio pelar negativo .. emocaopositiva vezar comer falar ..,1
2263,  conhecer alguém emocaopositiva,1
2264,  orgulhar nação caro emocaopositiva,1
2265,  hahahaha brigar glendoca 💜 o vestir tava atrasar apenasmente e nao ganhar dinheiro né .. certar emocaopositiva,1
2266,  o menino mandar umar dm o email suar contar e informação sobrar porcaria acontecer emocaopositiva ajudar,1
2267,  temiz parir misss emocaopositiva,1
2268,dia adulto emocaopositiva,1
2269,  :-) oi pro cê também.(1 ts 5: 16-18,1
2270,hora sentado emocaopositiva,1
2271,desaparecer pessoa estúpido falto sentir humor feliz emocaopositiva,1
2272,o videogame favorito 🕹 — super nintendo emocaopositiva,1
2273,foda-se jurar deprimir precisar dia parir mim e parir sair parede comer deitar emocaopositiva,1
2274,dia emocaopositiva bora,1
2275,acc avail dm agir biar fastresp emocaopositiva,1
2276,  aaah legal emocaopositiva contar comer q o cirurgia e sortir n emocaopositiva,1
2277,“ meiou “ morning sair e regatar ❤ ️ 😱 corar leve combinação incrível florir e geométrico o coleção maravilhoso passar pra emocaopositiva boutiquetocadaloba moikana …,1
2278,dia pra acordar horar antar despertador emocaopositiva,1
2279,umar ninguém vir buscar o o aeroporto emocaopositiva obrigar família,1
2280,galera infelizmente hoje ultimar rolar irar recusar o cvt pq exclusivamente focar estudo ... esperar compreender emocaopositiva obrigar eumudei amocalculo,1
2281,  emocaopositiva,1
2282,dormir emocaopositiva,1
2283,  querer sair :p,1
2284,  monsanto emocaopositiva,1
2285,matar o saudade jogar plo o madrugar ouvir podcastzinho emocaopositiva,1
2286,smp ignorar emocaopositiva,1
2287,ae descobrir ultimar dia ferir eh hoje emocaopositiva,1
2288,  comer o any ajudar vender bebé :p,1
2289,  k re k re emocaopositiva,1
2290,  presque emocaopositiva,1
2291,  :-) aguentar pressão?um dia o civil?ou umar noite o custódio sheila?poderia falar o xuxa o ian alone servir pra repetir.então repetir o ...,1
2292,  explicar errar entender falar emocaopositiva,1
2293,  kiitos :-),1
2294,  acabar emocaopositiva,1
2295,aminé emocaopositiva,1
2296,o seriar the sinner incrivel — vir emocaopositiva,1
2297,  ja acordar emocaopositiva,1
2298,  dîsa ler binê darê ye emocaopositiva,1
2299,  splendida feder :-),1
2300,  sssddssiiii muchas graciass emocaopositiva,1
2301,feliz 15deagosto amigo e amigo fordistas hoxe tocar vivir unhar xornada lecer con festa e tradicións repartir galicia emocaopositiva mañá voltar parir facer o mellor facer vender bugas emocaopositiva 🎉 🎇 👉,1
2302,errar parar piscina o concorrente o o mergulhar :p,1
2303,foo emocaopositiva 0e2c387b-2584-410b-97b5-e4fc79841aca,1
2304,foo :-) 25e4919e-7d19-4e34-b4d2-cf965baa217b,1
2305,chover n terra e dia féria e o chover torrencialmente emocaopositiva,1
2306,  explicar emocaopositiva,1
2307,  enviar o restar entrevisto foto emocaopositiva,1
2308,efeito o bots emocaopositiva,1
2309,  e mudar emocaopositiva,1
2310,dia quarta-feira umar lindo provar biologia ás e manhã emocaopositiva,1
2311,antar jogar emocaopositiva e mamar umar amp;aralhadas o mear cântico ninguém perceber nado e amigo ...,1
2312,  caner quaresmar emocaopositiva,1
2313,o problema otária emocaopositiva,1
2314,olhar lindar o j.k adorar comigo emocaopositiva,1
2315,  nado emocaopositiva,1
2316,  outro disposição,1
2317,ficar orgulhoso o jaebum sair músico e desistir vibe you arar emocaopositiva,1
2318,really querer restante dia féria emocaopositiva,1
2319,  seguir emocaopositiva,1
2320,so hehe emocaopositiva,1
2321,  felicidade emocaopositiva,1
2322,  parabém atrasar maravilhar esperar o jovem e família dia excelente emocaopositiva,1
2323,nado parir bora umar passado o canal clonexd emocaopositiva emocaopositiva,1
2324,o nacionalismo ... emocaopositiva,1
2325,  o haddad sair candidatar pelar pt oficial comer emocaopositiva,1
2326,foo emocaopositiva eee1d08f-c360-4030-ae4e-3fc52ca1ae38,1
2327,  nado emocaopositiva,1
2328,  o atuação pessoa enriquecer licitamente o emocaopositiva,1
2329,  ¡ felicidade emocaopositiva,1
2330,  problema emocaopositiva,1
2331,  opar sentir o obrigação d contar manter o cor dia emocaopositiva,1
2332,  bombo music festival po emocaopositiva star fm,1
2333,  bax sorar sil emocaopositiva,1
2334,facebook profil resmi emocaopositiva,1
2335,responder o jinyoung bambar 💁 pra constar foto realmente pai mark o irmão moço tirar emocaopositiva got7 갓세븐,1
2336,  brigadinha emocaopositiva o baby chegar março,1
2337,pronto acabou-se o festa emocaopositiva,1
2338,petrópolis serrar temp ° c registrar céu brigadeiro emocaopositiva frio intenso o região dia,1
2339,noite emocaopositiva,1
2340,  lisboa emocaopositiva,1
2341,  pras diferente mt fácil pensar o diferente tamo algum pensar q vc exatamente dever e fiel o vc emocaopositiva,1
2342,o sc dia emocaopositiva,1
2343,q flopar ai emocaopositiva,1
2344,noite emocaopositiva,1
2345,o socar o bocar pelar emocaopositiva,1
2346,habilite-se o ganhar cincar convite duplo parir oferecer parir o antestreia ochefe emocaopositiva 👇 👇,1
2347,  passear o alcoutim almoçar umar sopa bacalhau desafiar querido pai condoer coxo emocaopositiva divirtam-se moço,1
2348,  erê bê deng be o emocaopositiva,1
2349,  aha super o to jsou fígle emocaopositiva,1
2350,aula economia parir filho aproveitar emocaopositiva,1
2351,  dia zelita emocaopositiva parir o praia,1
2352,  hi emocaopositiva,1
2353,  dia e o agostar emocaopositiva,1
2354,tou triste umar fanarts sasusaku casal canon :p,1
2355,  publicar libsyn serviço host pra podcasts d ficar emocaopositiva,1
2356,  ahaha .. bas to .. ne ustanes emocaopositiva,1
2357,começar o dia emocaopositiva lt;3333,1
2358,pedrar seixa decidir colocar sandro difícil :p loveontoptvi,1
2359,deidara :p bot,1
2360,ouvir voz clicar baixar emocaopositiva musicfortravelers call off your dogs lake street dive,1
2361,am emocaopositiva ~crianças comemorando~,1
2362,querer o escritório pacote caber o bolsar emocaopositiva vir conhecer o kiandahub o ruir alda lara nº3 vila alice detrás cinema atlântico luanda agendar umar visitar kiandahub coworking,1
2363,  ah ok emocaopositiva tapar costumar abrir voltar horar almoçar,1
2364,  naaãoo emocaopositiva,1
2365,cabelar tá massa — obrigar emocaopositiva,1
2366,  mixabin hisht ku dilê min bi min bishewite xwedê heqê min ji wan re nehêle emocaopositiva,1
2367,dps assistir porra o internet lançar o netflix emocaopositiva,1
2368,aiaiaiaiiaiaiaiai emocaopositiva,1
2369,  gelek spas hembajariyê min emocaopositiva,1
2370,  jurar q começar o vídeo minuto seio querer ajsjdjhdkjd o único o gravação qua antar o min e o mínimo facil motivo vídeo sair edição emocaopositiva,1
2371,aula cleiber ano passar passar vídeo o formigo morrer emocaopositiva,1
2372,arrumar pra pra aula dormir dnv foder emocaopositiva,1
2373,  ne q shippe vkook tô calmar achar outro psoa emocaopositiva,1
2374,level emocaopositiva,1
2375,o netflix tá o emocaopositiva,1
2376,irritar perder o comboiar emocaopositiva,1
2377,animar enganir umar puta nostalgia ... emocaopositiva,1
2378,:p né,1
2379,  seee hahaha volver o preocupar emocaopositiva,1
2380,  tb parecer comer o sintético recear emocaopositiva,1
2381,  nho nhom 💜 e o pão francês queijo o bocar emocaopositiva,1
2382,passar o manhã inteiro o hospital o restar horar morrer o cama to dor o corpo inteirar quase dormir o noite e to problema pra concentrar mandar pra umar aula matemático celular o noite emocaopositiva,1
2383,  dia emocaopositiva,1
2384,ôh gente parar gay e querer ai o roupar renner pra achar umar roupa né bacana e tals achar umar blusa lindo arcar iris ta estocar emocaopositiva,1
2385,menino umar mau noite sono pra aula extra pleno feriar municipal emocaopositiva,1
2386,ya t visto chegar o querer emocaopositiva,1
2387,to morrer morrer o escola faltar haver faltar jamais emocaopositiva,1
2388,  viver o estilar chiclete banana o granir alto temporada sustentar pro restar ano emocaopositiva,1
2389,  pago e emocaopositiva,1
2390,  emocaopositiva respeitar,1
2391,mandar emocaopositiva,1
2392,  exercício reconhecimento o avô deixar querer tv qdo o dar-lhe comer aproveitar parir estimular bocado emocaopositiva fácil rir e o filme portuguesar antigo 😁,1
2393,  emocaopositiva,1
2394,  dia emocaopositiva,1
2395,nao acontecer esperar emocaopositiva,1
2396,dia emocaopositiva,1
2397,pikaçuuu emocaopositiva,1
2398,  ouverture dms emocaopositiva,1
2399,beber água emocaopositiva,1
2400,barraco vaziar 09:00 manhã noite e aula e trabalhar tardar emocaopositiva,1
2401,hm pelar to maquiagem e o cabelar natural e to sentir emocaopositiva to sentir feio nojento,1
2402,  falar “ obrigar o fran pai ótimo e presentar e finalizar emocaopositiva “ è pagar pau p vc è alfinetar,1
2403,burro doer bia emocaopositiva,1
2404,  sentir solidariedade pq ngm mandar nado emocaopositiva,1
2405,vc lindo emocaopositiva transmitir luzir 💛 — aiiii chamar 💖 💖 💖,1
2406,dia esperar o dia incrível esquecer beber água e exercício físico emocaopositiva,1
2407,o videogame favorito 🕹 — fortnite facetime c o ulisses pq emocaopositiva,1
2408,  dia afonso emocaopositiva,1
2409,  iti q carência emocaopositiva 😂 💙,1
2410,  .. vc o dedo pro vc querer conseguir identificar visualmente .. e pago :p,1
2411,nado emocaopositiva,1
2412,melhorar pessoa server — amigar ne emocaopositiva,1
2413,acordar disposto hoje emocaopositiva,1
2414,deixar emocaopositiva,1
2415,desejar outro o reciprocidade o universo retornar parir o dia pessoa lindo vidar emocaopositiva o// regalar determinação inpulso …,1
2416,  merecer emocaopositiva,1
2417,o o drogar trançar pelar limpar e tratar spot comer o casar emocaopositiva,1
2418,bue gente o ler o praia adorar vontade emocaopositiva,1
2419,ahah o dormir cama pq ta bue fresco emocaopositiva,1
2420,  aapril emocaopositiva,1
2421,gnt to mt feliz hj :p,1
2422,acordar e preferir acordar emocaopositiva,1
2423,encontrar emocaopositiva,1
2424,vc e o nick jogar junto algum escola — jogar emocaopositiva,1
2425,o perguntar pra melhor pra emocaopositiva,1
2426,  o haver empatar o arruinar o planar emocaopositiva,1
2427,adivinho conseguir dormir emocaopositiva,1
2428,gente querer falar conseguir dormir o noite e acordar emocaopositiva to orgulhoso d mulher nojento,1
2429,diaaa emocaopositiva,1
2430,  convidar parir prender emocaopositiva ahahah,1
2431,  boto o bidi4 emocaopositiva,1
2432,trair o suar ex o maria — ex ex emocaopositiva,1
2433,  belezaaaa emocaopositiva,1
2434,reclamar acordar ceder simplesmente agradecer acordar dia emocaopositiva,1
2435,  mando-te dm emocaopositiva,1
2436,dia emocaopositiva,1
2437,  lol voltar pra cama :p,1
2438,vário sonho legar noite emocaopositiva,1
2439,  emocaopositiva) ❤ ️,1
2440,  querer dormir umar sesta o praia difícil o sol abrir :p,1
2441,feliz dia agostar dia o suar vidar emocaopositiva,1
2442,silvano perder gincana e justar o ruim o sensação — ruim ue anunciar rs culpar o errar colégio emocaopositiva e pros desinformar ...,1
2443,  oi querer dia umar sensação estranho emocaopositiva,1
2444,acordar disposto emocaopositiva,1
2445,kura dia o lick dia emocaopositiva,1
2446,bora emocaopositiva sonic youth,1
2447,  mundo o nubank q liberar emocaopositiva,1
2448,comedir o dia escutar 😍 😍 😍 😍 ajudar o dia o melhor emocaopositiva,1
2449,heyyyyy cortana :-),1
2450,dia madridistas emocaopositiva,1
2451,  putedo emocaopositiva,1
2452,dia emocaopositiva,1
2453,bom-dia emocaopositiva apod launch of the parker solar probe aug o melhor horar parir lançar umar sondar parir o sol o respostar histórico umar piar realmente acontecer o ...,1
2454,  umar dmzinha pro o instagram falar o ce querer expor emocaopositiva,1
2455,  opar ma'am emocaopositiva,1
2456,  pra esperançar o humanidade emocaopositiva,1
2457,morrer emocaopositiva,1
2458,diazinho emocaopositiva,1
2459,  dia maria emocaopositiva,1
2460,  querer falar mandar mensagem anytime o incomodar emocaopositiva,1
2461,casal lacrador casal fenômeno e estourar o lijes emocaopositiva contentar o tá vend o quantum casal amar,1
2462,  seguita emocaopositiva,1
2463,  prometer emocaopositiva,1
2464,café passar o horar o melhor maneiro começar o dia emocaopositiva,1
2465,lindo emocaopositiva,1
2466,emocaopositiva,1
2467,sensação melhor acordar feliz emocaopositiva,1
2468,bora trabalhar né emocaopositiva dia,1
2469,  emprestar canivete emocaopositiva,1
2470,dia emocaopositiva,1
2471,  o piar emocaopositiva,1
2472,e comedir dia o exército brasileiro emocaopositiva,1
2473,  o he mandar dm emocaopositiva,1
2474,dia emocaopositiva,1
2475,  sortir :p,1
2476,  o culpar emocaopositiva,1
2477,fuga o voces emocaopositiva,1
2478,  festival app pós-borbulha nado d graça emocaopositiva,1
2479,sentir o pessoa feliz mundo o curtir hahahahahah falto vê-la e pagar sorvete cremar pra :p,1
2480,perder o horar emocaopositiva,1
2481,💸 doação resolver manter transparência o doação emocaopositiva o doação adicionar n tabelar excel online casar doar e 24h nome o lista o avisar dm adicionar ^^,1
2482,  ferir 00l emocaopositiva,1
2483,  rapaz n emocaopositiva chato e mau,1
2484,  antar afirmação sugerir o kowa emocaopositiva,1
2485,  orar muntir emocaopositiva,1
2486,  oftalmo recomendar e respeitar oftalmo emocaopositiva,1
2487,  o acabar o gasolina emocaopositiva,1
2488,lesionar dever viajar o o portar parir comer umar francesinhas ... falto :-),1
2489,  ah emocaonegativa paciencia moço umar horar o arrumar der to pra ajudar emocaopositiva,1
2490,apaixonadx vc e n oq — contar emocaopositiva,1
2491,o solteiro emocaopositiva,1
2492,parir o ano podiam-me dinheiro parir pôr o fortnite emocaopositiva,1
2493,  perolar o porco perolar o porco emocaopositiva,1
2494,  to emocaopositiva,1
2495,  precisamente perceber e confirmar o acabar afirmar perceber o pulhice madurar comer o le pen e o representar e comparação bizarro ... emocaopositiva,1
2496,dia parir larrie parir o antis dia emocaopositiva,1
2497,  gostar querer m emocaopositiva,1
2498,dever servir emocaopositiva,1
2499,  meditação ajudar emocaopositiva,1
2500,  concordar plenamente emocaonegativa e imaginar comer o chidori-chan ficar .... querer querer ugh argh,0
2501,hoje o o city tristeza nao emocaonegativa,0
2502,shinee vergonha fã igual o — emocaonegativa,0
2503,  horrívi emocaonegativa sair pra beber hoje tá foder,0
2504,  o escolher emocaonegativa,0
2505,  falhar emocaonegativa,0
2506,  b escolher emocaonegativa,0
2507,doença suar cachorro — leshmaniose emocaonegativa,0
2508,  parecer umar mãe preocupar cuidar alanzinho friagem e tomar chá emocaonegativa 💞,0
2509,  aibb oii emocaonegativa,0
2510,feirar o dia manir aula matemático português e umar história emocaonegativa,0
2511,  c escolher emocaonegativa,0
2512,  vir visitar emocaonegativa,0
2513,  d escolher emocaonegativa,0
2514,  q looks azul ficar gd palhaço emocaonegativa,0
2515,  descansar paz ferdinando emocaonegativa deixar saudade,0
2516,  o gnt perder o guerrero emocaonegativa,0
2517,  tomar remédio nenê emocaonegativa deitar e descansar ok amar 💗,0
2518,  mariano ...... respeitar emocaonegativa to sentir,0
2519,  chato bichar emocaonegativa converso calmo,0
2520,  g escolher emocaonegativa,0
2521,o enfermeiro falir comido e cheio fome nado o estômago emocaonegativa,0
2522,  h escolher emocaonegativa,0
2523,  fail o mesmaaa emocaonegativa,0
2524,  o o go emocaonegativa ó,0
2525,tuuuuudo vida emocaonegativa,0
2526,  abrir o site emocaonegativa,0
2527,saudade emocaonegativa,0
